employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
64703.0,Legal,region_2,Bachelors,m,other,1.0,28.0,2.0,2,0,0,62
19649.0,Operations,region_22,Bachelors,f,sourcing,1.0,29.0,5.0,4,1,0,56
6596.0,Sales & Marketing,region_2,Masters & above,m,sourcing,1.0,,4.0,4,0,0,49
7999.0,Technology,region_4,Bachelors,m,other,1.0,31.0,2.0,4,1,0,78
4762.0,Sales & Marketing,region_22,Bachelors,m,other,1.0,29.0,1.0,4,0,0,46
5387.0,Technology,region_5,Below Secondary,m,other,1.0,23.0,,1,0,0,81
24620.0,Operations,region_26,Bachelors,m,sourcing,1.0,41.0,4.0,6,1,0,60
57989.0,Procurement,region_2,Bachelors,m,other,1.0,29.0,5.0,2,1,0,74
75619.0,Sales & Marketing,region_28,Bachelors,f,other,1.0,29.0,2.0,5,0,0,51
26977.0,Operations,region_2,,m,sourcing,,28.0,3.0,3,0,0,59
65975.0,Analytics,region_29,Bachelors,m,other,2.0,28.0,5.0,4,1,0,84
51302.0,Procurement,region_22,Bachelors,f,sourcing,1.0,31.0,1.0,6,0,0,64
63714.0,Technology,region_4,Masters & above,m,sourcing,1.0,,3.0,4,0,0,76
70556.0,Operations,region_2,Bachelors,m,other,3.0,26.0,3.0,4,1,0,57
70117.0,Technology,region_15,Bachelors,m,other,1.0,29.0,3.0,2,0,0,84
51972.0,Analytics,region_7,Bachelors,m,sourcing,,32.0,4.0,6,0,0,85
60572.0,Sales & Marketing,region_2,Bachelors,f,other,1.0,,1.0,10,0,0,50
9548.0,Analytics,region_22,Bachelors,m,sourcing,,38.0,4.0,13,0,0,87
64.0,Analytics,region_4,Bachelors,m,other,1.0,,5.0,11,1,0,80
35510.0,Procurement,region_29,Masters & above,f,other,1.0,33.0,3.0,6,0,0,68
10732.0,Analytics,region_2,Bachelors,m,other,1.0,31.0,5.0,5,1,0,92
9214.0,Operations,region_3,Masters & above,f,sourcing,,,3.0,4,0,0,58
10761.0,HR,region_2,Masters & above,f,sourcing,1.0,58.0,5.0,6,1,0,51
32110.0,Sales & Marketing,region_28,Bachelors,f,sourcing,,26.0,2.0,4,0,0,48
50038.0,HR,region_29,Bachelors,f,sourcing,1.0,33.0,3.0,8,1,0,49
1555.0,Technology,region_7,Bachelors,m,sourcing,,,3.0,3,1,0,80
21200.0,Technology,region_13,Masters & above,f,sourcing,1.0,43.0,3.0,12,0,0,79
,HR,region_17,Bachelors,f,sourcing,,31.0,4.0,7,0,0,48
45009.0,Analytics,region_29,Bachelors,m,sourcing,1.0,32.0,3.0,5,1,0,86
65450.0,Technology,region_2,Masters & above,f,sourcing,2.0,57.0,2.0,7,0,0,83
77333.0,Operations,region_2,Bachelors,f,other,1.0,54.0,4.0,22,0,0,57
,Analytics,region_15,,m,other,2.0,37.0,5.0,8,1,0,82
,R&D,region_22,Masters & above,m,other,2.0,27.0,4.0,5,0,0,86
,Operations,region_22,Masters & above,m,sourcing,1.0,44.0,3.0,10,0,0,55
69077.0,Technology,region_24,Masters & above,f,other,,37.0,3.0,10,0,0,81
64652.0,Procurement,region_7,Masters & above,m,other,1.0,48.0,4.0,8,0,0,72
5254.0,Sales & Marketing,region_25,Bachelors,f,other,1.0,31.0,3.0,6,1,0,43
71131.0,Finance,region_22,Bachelors,f,other,1.0,28.0,5.0,5,1,0,60
,Procurement,region_13,Masters & above,f,other,1.0,34.0,3.0,4,0,0,69
41266.0,Sales & Marketing,region_14,Bachelors,f,sourcing,,44.0,1.0,4,0,0,47
11001.0,Sales & Marketing,region_12,Bachelors,m,sourcing,1.0,27.0,5.0,2,0,0,50
28530.0,Operations,region_22,Masters & above,m,referred,1.0,45.0,3.0,4,1,0,57
72481.0,Sales & Marketing,region_13,Bachelors,m,sourcing,1.0,24.0,4.0,2,0,0,48
67417.0,Analytics,region_29,Bachelors,m,other,1.0,37.0,5.0,4,0,0,82
51840.0,Analytics,region_22,Masters & above,m,other,1.0,27.0,,1,1,0,86
43223.0,Legal,region_22,Bachelors,m,other,1.0,33.0,,1,1,0,59
,Sales & Marketing,region_2,Masters & above,f,other,1.0,31.0,1.0,2,1,0,53
29367.0,Sales & Marketing,region_7,Masters & above,m,sourcing,3.0,38.0,3.0,5,0,0,49
36352.0,Procurement,region_22,Bachelors,m,other,1.0,32.0,5.0,2,1,0,72
29681.0,Analytics,region_19,Bachelors,m,other,1.0,29.0,3.0,4,0,0,84
30233.0,Sales & Marketing,region_15,Bachelors,m,other,1.0,37.0,4.0,9,0,0,50
66601.0,Operations,region_13,Bachelors,m,other,2.0,42.0,3.0,12,0,0,60
40276.0,R&D,region_22,Masters & above,m,sourcing,2.0,32.0,5.0,5,1,0,88
1522.0,Operations,region_13,Bachelors,m,other,1.0,45.0,3.0,3,0,0,60
17936.0,Analytics,region_29,Bachelors,m,other,,28.0,3.0,7,0,0,83
26270.0,Technology,region_15,Masters & above,m,sourcing,1.0,35.0,1.0,9,0,0,81
6837.0,Sales & Marketing,region_4,Bachelors,m,other,3.0,28.0,3.0,5,0,0,48
49665.0,Operations,region_8,Bachelors,f,other,1.0,37.0,1.0,3,1,0,59
1908.0,Analytics,region_4,Masters & above,m,other,1.0,38.0,4.0,7,1,0,88
6474.0,Procurement,region_2,Bachelors,f,sourcing,,31.0,1.0,6,0,0,68
27495.0,Operations,region_2,Masters & above,m,other,2.0,43.0,3.0,2,0,0,69
,Operations,region_23,Bachelors,m,other,1.0,32.0,3.0,2,1,0,62
14299.0,Procurement,region_2,Below Secondary,m,sourcing,1.0,24.0,4.0,2,1,0,69
56246.0,Operations,region_2,Masters & above,m,other,1.0,52.0,5.0,8,0,0,59
3901.0,Technology,region_13,Masters & above,m,other,1.0,38.0,5.0,2,0,0,88
41566.0,Finance,region_20,Bachelors,m,other,1.0,35.0,3.0,4,0,0,59
55735.0,Technology,region_31,Masters & above,m,other,1.0,39.0,5.0,4,0,1,81
53627.0,Procurement,region_7,Bachelors,m,other,1.0,,3.0,5,1,0,65
62683.0,Operations,region_27,Bachelors,m,sourcing,1.0,37.0,3.0,5,0,0,57
42719.0,Analytics,region_21,,m,sourcing,1.0,27.0,,1,0,0,80
,Operations,region_30,Masters & above,f,other,1.0,37.0,5.0,9,1,0,56
26037.0,Analytics,region_16,Bachelors,m,other,2.0,31.0,3.0,5,1,0,81
30607.0,Analytics,region_22,Bachelors,m,sourcing,1.0,28.0,5.0,4,1,0,85
46103.0,Technology,region_15,Bachelors,m,other,1.0,26.0,3.0,3,0,0,77
6452.0,Finance,region_2,Masters & above,m,other,1.0,49.0,4.0,7,1,0,62
47286.0,Procurement,region_13,Bachelors,f,other,,34.0,3.0,9,0,0,68
44117.0,Finance,region_4,Masters & above,f,other,1.0,38.0,3.0,2,0,0,58
1367.0,Sales & Marketing,region_13,Masters & above,m,other,1.0,52.0,4.0,4,1,0,51
26228.0,Sales & Marketing,region_22,Bachelors,m,sourcing,3.0,31.0,1.0,7,1,0,50
65694.0,Technology,region_2,Bachelors,f,other,1.0,24.0,1.0,2,0,0,82
,Analytics,region_22,,f,sourcing,2.0,26.0,5.0,3,1,0,86
63901.0,HR,region_7,Bachelors,m,other,1.0,31.0,2.0,5,0,0,66
4701.0,Technology,region_26,Bachelors,f,other,1.0,43.0,1.0,4,1,0,86
35341.0,Procurement,region_4,Masters & above,m,other,4.0,,3.0,6,0,0,68
3203.0,Sales & Marketing,region_2,,m,sourcing,1.0,,4.0,4,0,0,50
10361.0,HR,region_2,Masters & above,m,other,1.0,37.0,5.0,9,1,0,53
6572.0,Operations,region_29,Bachelors,m,other,1.0,32.0,5.0,8,1,0,58
70408.0,Sales & Marketing,region_26,Bachelors,f,other,1.0,30.0,4.0,2,0,0,53
11774.0,Procurement,region_20,Bachelors,f,other,1.0,30.0,5.0,4,1,0,71
37873.0,Sales & Marketing,region_7,Bachelors,m,sourcing,1.0,27.0,4.0,3,0,0,50
3886.0,Sales & Marketing,region_2,Bachelors,m,other,2.0,36.0,4.0,8,0,0,45
,Technology,region_9,Bachelors,m,sourcing,,30.0,3.0,2,0,0,78
3034.0,Procurement,region_2,Masters & above,m,sourcing,1.0,49.0,4.0,19,0,0,73
30137.0,Sales & Marketing,region_10,Masters & above,m,other,1.0,38.0,5.0,5,0,0,63
52431.0,Sales & Marketing,region_30,Bachelors,m,other,1.0,29.0,3.0,6,0,0,51
11061.0,Technology,region_33,Bachelors,m,other,,48.0,3.0,6,1,0,81
9706.0,Sales & Marketing,region_21,Bachelors,m,other,1.0,29.0,,1,0,0,53
17607.0,Analytics,region_2,Masters & above,m,other,1.0,,4.0,13,0,0,82
64986.0,Operations,region_7,Bachelors,f,other,1.0,36.0,5.0,5,1,0,62
8082.0,Finance,region_13,Bachelors,m,other,1.0,28.0,3.0,3,0,0,59
20982.0,Procurement,region_22,Bachelors,m,other,2.0,27.0,4.0,2,1,0,68
5794.0,Operations,region_2,Bachelors,m,sourcing,1.0,25.0,3.0,2,0,0,62
69381.0,Sales & Marketing,region_26,Bachelors,m,other,1.0,30.0,5.0,6,1,0,52
50176.0,HR,region_27,Below Secondary,m,other,1.0,23.0,,1,0,0,51
1612.0,HR,region_15,Bachelors,f,sourcing,1.0,28.0,,1,0,0,50
,Sales & Marketing,region_2,Bachelors,m,other,1.0,38.0,4.0,5,1,0,48
50366.0,Sales & Marketing,region_22,Bachelors,m,sourcing,1.0,30.0,,1,1,0,45
48813.0,HR,region_2,Bachelors,f,other,1.0,53.0,4.0,21,0,0,53
5574.0,Sales & Marketing,region_8,Masters & above,m,other,1.0,35.0,3.0,8,0,0,45
57601.0,HR,region_2,Bachelors,m,other,1.0,45.0,3.0,14,1,0,53
26788.0,Sales & Marketing,region_26,,m,sourcing,1.0,40.0,1.0,8,0,0,51
564.0,Operations,region_32,Bachelors,m,other,1.0,39.0,3.0,8,0,0,58
3864.0,Analytics,region_13,Bachelors,m,other,1.0,46.0,4.0,6,0,0,82
19598.0,Technology,region_5,Bachelors,m,sourcing,2.0,29.0,3.0,3,0,0,79
,Analytics,region_6,Bachelors,m,other,1.0,28.0,,1,1,0,84
74965.0,Technology,region_15,Bachelors,f,other,1.0,,4.0,6,1,0,82
,Sales & Marketing,region_9,Bachelors,m,other,1.0,23.0,,1,1,0,47
13367.0,Sales & Marketing,region_14,Bachelors,m,other,1.0,38.0,5.0,3,0,0,51
38556.0,HR,region_22,Masters & above,m,sourcing,1.0,32.0,3.0,5,0,0,52
51344.0,Operations,region_26,Bachelors,m,other,1.0,33.0,3.0,5,1,0,58
28320.0,Procurement,region_2,Bachelors,f,other,1.0,39.0,4.0,9,0,0,70
56104.0,Procurement,region_4,Masters & above,m,other,4.0,36.0,3.0,6,0,0,71
68882.0,Operations,region_22,Bachelors,m,sourcing,2.0,33.0,4.0,4,0,0,59
75800.0,Sales & Marketing,region_2,Bachelors,f,other,1.0,,4.0,6,1,0,45
,R&D,region_7,Bachelors,f,other,1.0,32.0,3.0,5,0,0,85
62740.0,Sales & Marketing,region_28,Bachelors,f,sourcing,1.0,26.0,3.0,2,1,0,46
67233.0,Analytics,region_32,Bachelors,m,sourcing,1.0,38.0,3.0,3,0,0,82
49207.0,Procurement,region_22,Masters & above,m,sourcing,1.0,42.0,2.0,15,0,0,70
19053.0,Operations,region_32,Bachelors,f,sourcing,1.0,30.0,5.0,6,0,0,60
38096.0,Analytics,region_22,Bachelors,m,sourcing,2.0,28.0,,1,0,0,83
46519.0,Sales & Marketing,region_14,Bachelors,m,other,1.0,36.0,4.0,6,0,0,47
2111.0,Procurement,region_2,Bachelors,f,other,,56.0,5.0,6,0,0,84
69413.0,Sales & Marketing,region_14,Bachelors,f,other,1.0,30.0,3.0,5,0,0,51
53827.0,Sales & Marketing,region_15,Bachelors,m,other,2.0,25.0,,1,0,0,50
,HR,region_7,Bachelors,f,other,1.0,29.0,5.0,6,1,0,49
33502.0,Sales & Marketing,region_7,Bachelors,m,other,1.0,36.0,2.0,7,0,0,47
15182.0,Technology,region_14,Bachelors,f,other,1.0,39.0,3.0,4,0,0,80
13593.0,Analytics,region_26,Bachelors,m,sourcing,1.0,30.0,5.0,4,1,0,84
15613.0,R&D,region_2,Bachelors,m,other,2.0,42.0,3.0,9,0,0,84
75751.0,Sales & Marketing,region_26,Bachelors,m,sourcing,2.0,37.0,4.0,9,0,0,49
71625.0,Procurement,region_22,Bachelors,m,sourcing,1.0,31.0,2.0,2,1,0,66
37763.0,Sales & Marketing,region_28,Masters & above,m,sourcing,1.0,32.0,4.0,6,1,0,48
10812.0,Operations,region_15,Masters & above,m,other,1.0,40.0,5.0,11,1,0,59
,Finance,region_2,Bachelors,m,sourcing,2.0,39.0,5.0,10,1,0,58
49583.0,Sales & Marketing,region_26,Bachelors,m,other,1.0,40.0,4.0,10,1,0,47
45428.0,HR,region_22,Bachelors,m,sourcing,1.0,23.0,1.0,2,0,0,45
9978.0,Operations,region_2,Bachelors,m,sourcing,2.0,28.0,,1,0,0,60
44266.0,Sales & Marketing,region_7,Bachelors,m,other,1.0,37.0,2.0,4,0,0,51
47252.0,Finance,region_2,Below Secondary,m,sourcing,,23.0,,1,1,0,58
57884.0,Operations,region_2,Bachelors,m,sourcing,1.0,37.0,3.0,9,0,0,61
,Legal,region_22,Bachelors,m,referred,1.0,29.0,5.0,3,1,0,54
58892.0,Operations,region_32,Bachelors,f,other,1.0,38.0,4.0,10,0,0,55
40799.0,Operations,region_22,Bachelors,m,other,,39.0,4.0,10,0,0,57
33879.0,Sales & Marketing,region_22,Masters & above,m,other,2.0,38.0,5.0,7,1,0,48
24403.0,Procurement,region_13,Bachelors,m,sourcing,1.0,,3.0,4,0,0,69
51150.0,Procurement,region_15,Bachelors,f,other,1.0,48.0,5.0,21,0,0,69
7722.0,R&D,region_26,Masters & above,m,other,1.0,29.0,5.0,4,0,0,82
71271.0,Technology,region_13,Masters & above,f,other,,37.0,4.0,7,1,0,81
56772.0,Sales & Marketing,region_22,,m,other,2.0,23.0,,1,1,0,53
65909.0,Operations,region_2,Bachelors,f,other,1.0,47.0,5.0,2,1,0,63
8228.0,Sales & Marketing,region_14,Bachelors,m,sourcing,1.0,,1.0,3,0,0,50
52138.0,Analytics,region_16,Bachelors,m,other,,,3.0,4,0,0,83
22999.0,Finance,region_28,Masters & above,f,other,2.0,32.0,4.0,6,1,0,57
29196.0,Procurement,region_27,Bachelors,f,other,1.0,33.0,2.0,4,1,0,71
10663.0,Legal,region_6,Bachelors,m,sourcing,2.0,28.0,,1,1,0,58
,Legal,region_2,Bachelors,m,other,1.0,32.0,,1,1,0,62
17973.0,Operations,region_6,Bachelors,m,sourcing,1.0,34.0,3.0,10,0,0,67
10986.0,Sales & Marketing,region_7,Bachelors,m,sourcing,1.0,,5.0,3,1,0,52
19355.0,Technology,region_33,Bachelors,m,other,1.0,28.0,4.0,5,0,0,79
75402.0,Analytics,region_24,Masters & above,m,other,1.0,34.0,3.0,3,0,0,87
,Procurement,region_2,Bachelors,m,other,1.0,44.0,2.0,16,0,0,70
41662.0,Procurement,region_20,Bachelors,m,sourcing,1.0,28.0,3.0,4,0,0,69
,Operations,region_27,Bachelors,f,other,1.0,,1.0,5,1,0,61
3987.0,Analytics,region_29,Bachelors,m,other,1.0,34.0,2.0,5,0,0,84
40057.0,Procurement,region_2,Below Secondary,m,other,1.0,22.0,3.0,2,1,0,71
76195.0,Procurement,region_2,Bachelors,m,other,1.0,20.0,,1,0,0,76
12411.0,Procurement,region_11,Bachelors,f,other,,32.0,3.0,7,1,0,66
15161.0,Technology,region_2,Masters & above,f,other,1.0,43.0,3.0,6,1,0,80
59084.0,Analytics,region_2,Masters & above,f,other,1.0,42.0,5.0,13,1,0,85
53857.0,HR,region_7,Bachelors,m,other,1.0,41.0,3.0,8,1,0,54
42772.0,Technology,region_11,Bachelors,f,other,1.0,,3.0,2,0,0,84
5294.0,Finance,region_2,Bachelors,m,sourcing,1.0,41.0,4.0,9,0,0,56
56439.0,Technology,region_23,Bachelors,m,other,1.0,26.0,5.0,2,1,0,76
,Analytics,region_34,Bachelors,m,other,1.0,,5.0,10,1,0,85
76599.0,Sales & Marketing,region_28,Bachelors,f,sourcing,1.0,28.0,1.0,3,0,0,58
27424.0,HR,region_2,Bachelors,f,sourcing,1.0,50.0,1.0,9,0,0,46
45605.0,Sales & Marketing,region_22,Masters & above,m,other,1.0,29.0,,1,1,1,46
75833.0,Sales & Marketing,region_7,Masters & above,m,other,2.0,37.0,1.0,10,0,0,49
57068.0,Operations,region_4,Bachelors,m,other,2.0,35.0,3.0,8,1,0,64
70129.0,Sales & Marketing,region_28,Masters & above,f,other,1.0,29.0,4.0,4,0,0,51
14733.0,Sales & Marketing,region_6,Bachelors,f,sourcing,1.0,36.0,5.0,8,0,0,47
71886.0,Technology,region_5,Below Secondary,m,other,1.0,22.0,,1,1,0,79
7561.0,Finance,region_2,Bachelors,m,other,1.0,36.0,3.0,3,0,0,55
59522.0,Operations,region_22,Bachelors,f,other,2.0,,4.0,2,0,0,71
44299.0,Analytics,region_29,Bachelors,m,other,1.0,30.0,3.0,4,0,0,83
29220.0,Finance,region_2,Bachelors,m,sourcing,2.0,,2.0,2,0,0,54
15869.0,Procurement,region_13,Bachelors,f,sourcing,2.0,28.0,5.0,3,1,0,68
,Operations,region_15,Bachelors,m,other,1.0,49.0,4.0,9,0,0,61
14778.0,Analytics,region_22,,m,other,1.0,29.0,5.0,2,1,0,84
19212.0,Procurement,region_21,Masters & above,m,other,1.0,35.0,5.0,7,1,0,70
70890.0,Technology,region_24,Bachelors,m,other,1.0,32.0,2.0,6,0,0,90
31183.0,Sales & Marketing,region_28,Masters & above,f,sourcing,,42.0,3.0,4,0,0,54
46628.0,Technology,region_4,Masters & above,m,other,1.0,37.0,4.0,5,0,0,76
44670.0,Sales & Marketing,region_29,Bachelors,m,other,1.0,28.0,5.0,2,0,0,45
70734.0,Procurement,region_15,Bachelors,m,other,1.0,38.0,4.0,2,1,1,97
47051.0,Analytics,region_2,Bachelors,m,sourcing,2.0,39.0,4.0,5,1,0,86
17760.0,Analytics,region_27,Bachelors,m,other,1.0,28.0,5.0,2,1,0,87
8180.0,Operations,region_14,Bachelors,m,other,2.0,34.0,3.0,10,0,0,60
24756.0,Operations,region_22,Bachelors,f,other,1.0,37.0,3.0,3,0,0,63
,Sales & Marketing,region_2,Masters & above,f,sourcing,2.0,38.0,1.0,6,0,0,51
59919.0,Finance,region_2,Bachelors,f,sourcing,1.0,,5.0,2,1,0,57
18924.0,Sales & Marketing,region_11,Masters & above,m,other,1.0,36.0,3.0,7,0,0,52
,Procurement,region_2,Bachelors,m,other,1.0,,2.0,15,0,0,70
50900.0,Operations,region_22,Bachelors,m,other,2.0,,,1,0,0,60
11824.0,Technology,region_2,Masters & above,f,sourcing,,59.0,1.0,15,0,0,76
,Sales & Marketing,region_12,Bachelors,f,sourcing,,29.0,3.0,1,0,0,48
,Operations,region_22,Bachelors,f,other,1.0,29.0,5.0,3,0,0,57
64265.0,Sales & Marketing,region_13,Bachelors,f,sourcing,,31.0,1.0,5,0,0,51
46233.0,Sales & Marketing,region_28,Bachelors,m,sourcing,1.0,31.0,5.0,7,0,0,51
41215.0,Sales & Marketing,region_25,Bachelors,f,sourcing,1.0,31.0,4.0,3,0,0,50
47172.0,Sales & Marketing,region_26,Bachelors,m,other,1.0,32.0,3.0,4,1,0,47
53542.0,Procurement,region_26,Bachelors,f,other,1.0,49.0,4.0,8,0,0,68
2121.0,Operations,region_2,Masters & above,m,other,1.0,42.0,5.0,11,0,0,59
77677.0,Sales & Marketing,region_11,Bachelors,m,other,1.0,32.0,5.0,7,1,0,49
38018.0,Analytics,region_11,Bachelors,m,other,1.0,30.0,3.0,4,0,0,80
29799.0,Analytics,region_4,Bachelors,m,other,1.0,32.0,5.0,8,0,0,86
,Procurement,region_1,Bachelors,f,sourcing,,29.0,1.0,2,0,0,74
33473.0,Sales & Marketing,region_2,Bachelors,m,sourcing,2.0,31.0,1.0,6,0,0,50
14628.0,Sales & Marketing,region_20,Bachelors,m,other,2.0,27.0,,1,1,1,48
46339.0,Operations,region_34,Bachelors,m,other,1.0,,3.0,2,1,0,58
6352.0,Operations,region_2,Bachelors,f,sourcing,1.0,48.0,4.0,8,1,0,60
63568.0,Sales & Marketing,region_2,Bachelors,m,sourcing,1.0,39.0,5.0,12,0,0,50
15317.0,Analytics,region_23,Masters & above,m,sourcing,,35.0,2.0,7,1,0,87
,Technology,region_2,Bachelors,f,other,1.0,47.0,4.0,7,0,0,78
22942.0,Sales & Marketing,region_31,Masters & above,m,other,1.0,46.0,5.0,3,1,0,51
,Procurement,region_31,Masters & above,f,other,1.0,37.0,3.0,2,1,1,97
49252.0,Operations,region_19,Bachelors,m,other,1.0,26.0,5.0,6,1,0,60
38520.0,Technology,region_6,Bachelors,f,sourcing,1.0,31.0,5.0,4,1,0,87
65459.0,Operations,region_27,,m,other,1.0,26.0,,1,1,0,56
69109.0,Procurement,region_20,Bachelors,f,other,,28.0,2.0,4,0,0,69
67985.0,Operations,region_4,Masters & above,f,sourcing,2.0,36.0,1.0,6,1,1,65
74040.0,Technology,region_24,Masters & above,f,other,1.0,35.0,1.0,7,0,0,80
31049.0,Analytics,region_13,Bachelors,m,sourcing,1.0,34.0,4.0,9,0,0,84
55523.0,Analytics,region_2,Masters & above,m,sourcing,2.0,,5.0,6,1,0,81
40579.0,Sales & Marketing,region_22,Masters & above,m,sourcing,,29.0,2.0,5,1,0,50
,Operations,region_13,Bachelors,m,other,1.0,36.0,2.0,9,0,0,59
41982.0,R&D,region_2,Bachelors,m,sourcing,1.0,30.0,1.0,4,0,0,84
24286.0,HR,region_2,Masters & above,f,other,1.0,,3.0,10,0,0,49
,Procurement,region_15,Bachelors,m,other,,38.0,3.0,4,1,0,71
47130.0,Sales & Marketing,region_11,Bachelors,m,other,1.0,36.0,2.0,5,0,0,52
25340.0,Sales & Marketing,region_2,Bachelors,m,other,1.0,41.0,4.0,9,0,0,49
16794.0,Procurement,region_22,Masters & above,m,other,1.0,33.0,5.0,5,1,0,66
10399.0,Technology,region_31,Bachelors,m,sourcing,1.0,,1.0,4,0,0,79
9095.0,Operations,region_22,Masters & above,f,other,1.0,33.0,4.0,8,1,0,81
,Sales & Marketing,region_7,Masters & above,f,other,1.0,41.0,1.0,2,0,0,47
30188.0,Procurement,region_2,Masters & above,m,other,2.0,41.0,3.0,10,0,0,67
